city|city_latitude|city_longitude|forecast_28-09-2021|forecast_29-09-2021|forecast_30-09-2021|forecast_01-10-2021|forecast_02-10-2021|forecast_03-10-2021|forecast_04-10-2021|mean_tmax|mean_tmin|mean_proba_rain|mean_proba_wind_more_70|is_good_weather|hotel_name|hotel_rating|hotel_price|hotel_text|hotel_address|hotel_lat|hotel_long
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Mercure Mont Saint Michel|8.2|103|Installe dans des espaces verts a seulement 2 km de l abbaye du Mont Saint Michel le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative un bar restaurant et de nombreuses places de parking gratuites Les chambres du Mercure Mont Saint Michel sont dotees de la climatisation d un plateau bouilloire et d une television par satellite cable a ecran plat |La Caserne, 50170 Le Mont-Saint-Michel, France|48.61424653|-1.51054502
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Hotel De La Digue|7.1|73|L hotel De La Digue est un etablissement traditionnel situe en Normandie a seulement 5 minutes en navette ou a 30 minutes de marche du Mont Saint Michel La connexion Wi Fi est gratuite dans l ensemble des locaux Le restaurant sur place sert une cuisine francaise classique et offre une vue panoramique sur le Mont Saint Michel Spacieuses et joliment decorees les chambres sont dotees d une television Certaines chambres doubles donnent sur la riviere Couesnon |La Caserne, 50170 Le Mont-Saint-Michel, France|48.61688155|-1.51091784
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Le Saint Aubert|7.3|92|Niche dans un ecrin de verdure a seulement 2 km du Mont Saint Michel Le Saint Aubert vous accueille dans un cadre chaleureux et convivial Cet etablissement vous propose des chambres paisibles et confortables entourees de jardins fleuris |La Caserne, 50170 Le Mont-Saint-Michel, France|48.61293783|-1.51010513
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Les Terrasses Poulard|7.3|140|Occupant 2 batiments differents au coeur du Mont Saint Michel l etablissement historique Les Terrasses Poulard propose des hebergements avec une vue sur la baie le village et la rue Decorees dans un style moderne les chambres sont accessibles par des escaliers Certaines presentent de grandes fenetres donnant sur la baie Toutes sont dotees d une television et d une salle de bains privative |Grande Rue, 50170 Le Mont-Saint-Michel, France|48.63534943|-1.51037872
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Le Relais Saint Michel|7.8|110|Le Relais Saint Michel vous accueille face a la baie du Mont Saint Michel Les chambres de cet hotel a l exception de la chambre lits jumeaux Saint Michel avec vue interieure possedent toutes une terrasse privee et certaines vous offrent une vue panoramique sur le Mont Saint Michel Insonorisees confortables et spacieuses les chambres sont dotees d equipements modernes dont un minibar et une connexion Wi Fi gratuite Leurs salles de bains sont privatives |La Caserne, 50170 Le Mont-Saint-Michel, France|48.61758727|-1.51039615
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|CAMPING AUX POMMIERS - TOHAPI|8.3|77|Situe au Mont Saint Michel en Basse Normandie le CAMPING AUX POMMIERS TOHAPI propose un hebergement avec un parking prive gratuit Le camping dispose d un coin salon avec television et d une salle de bains privative avec seche cheveux articles de toilette gratuits et douche |Route du Mont Saint Michel, 50170 Le Mont-Saint-Michel, France|48.613555|-1.5101
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|La Vieille Auberge|7.4|164|La Vieille Auberge vous accueille dans le village medieval du Mont Saint Michel a quelques pas de la celebre abbaye du Mont Saint Michel L etablissement propose une connexion Wi Fi gratuite un restaurant et une terrasse avec vue sur la baie du Mont Saint Michel Les chambres sont amenagees dans 2 batiments annexes et accessibles par de multiples escaliers Un batiment comprend des chambres standard donnant sur la rue principale et l autre batiment situe en haut du village abrite des chambres avec vue sur la mer Tous les logements disposent d une television a ecran plat et d une salle de bains privative avec une baignoire ou une douche |Grande Rue, 50170 Le Mont-Saint-Michel, France|48.636063|-1.511457
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Le Mouton Blanc|7.2|140|Situe au pied de l abbaye le Mouton Blanc Hotel vous accueille dans son batiment historique datant du XIVe siecle Il propose des chambres confortables avec une decoration simple et accueillante Les chambres sont reparties dans 3 batiments dont un offre des vues sur le Mont Saint Michel et un autre comporte des chambres de style medieval |Grande Rue , 50170 Le Mont-Saint-Michel, France|48.63602298|-1.50989592
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|Hôtel la Croix Blanche|7.6|182|Installe au coeur du village medieval du Mont Saint Michel l Hotel La Croix Blanche comprend un bar et une terrasse Ses chambres disposent d une television par satellite a ecran plat d un minibar et d une connexion Wi Fi gratuite |grande rue, 50170 Le Mont-Saint-Michel, France|48.63573406|-1.50986105
Mont-Saint-Michel|48.6222|-1.5331|{'t_max': 18, 't_min': 9, 'proba_rain': 70, 'proba_wind_more_70': 0}|{'t_max': 15, 't_min': 7, 'proba_rain': 50, 'proba_wind_more_70': 10}|{'t_max': 19, 't_min': 6, 'proba_rain': 0, 'proba_wind_more_70': 10}|{'t_max': 21, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 0}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 9, 'proba_rain': 60, 'proba_wind_more_70': 10}|{'t_max': 20, 't_min': 10, 'proba_rain': 60, 'proba_wind_more_70': 10}|19.0|8.428571428571429|51.42857142857143|7.142857142857142|False|La Mère Poulard|7.3|140|Occupant un batiment historique l hotel La Mere Poulard jouit d un emplacement ideal au coeur du Mont Saint Michel Decorees dans un style classique ses chambres donnent sur la baie l abbaye ou la cite medievale Toutes les chambres de l hotel La Mere Poulard sont equipees d une television a ecran plat et d une connexion Wi Fi gratuite Leur salle de bains privative comporte une baignoire |Grande Rue, 50170 Le Mont-Saint-Michel, France|48.63508532|-1.51053965
